ClienteID,Genero,Maior65,Colaborador,Dependentes,Fidelização,TipoServiço,LinhasMultiplas,ServiçoInternet,SegurançaOnline,CópiadeSegurançaOnline,ProteçãoTM,SuporteTécnico,ServiçoStreamingTV,ServiçoStreamingFilmes,TipodeContrato,FaturaEletronica,MétododePagamento,TarifaMensal,TotalTarifas,Ativo
8687-BAFGU,Masculino,0,Não,Não,1,Sim,Não,Fibra ótica,Não,Não,Não,Sim,Não,Não,Mensal,Não,Cheque Eletrónico,74,74,Não
0641-EVBOJ,Masculino,0,Não,Não,3,Sim,Não,Fibra ótica,Sim,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque por email,82.3,214.4,Não
0829-XXPLX,Feminino,0,Não,Não,20,Sim,Não,Fibra ótica,Sim,Não,Sim,Não,Sim,Não,Mensal,Sim,Transferência Bancária (automatico),89.4,1871.15,Não
9974-JFBHQ,Masculino,0,Não,Sim,64,Sim,Não,Fibra ótica,Não,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Cartão de Crédito (automatico),99.15,6171.2,Não
5356-RHIPP,Masculino,0,Não,Não,1,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Sim,Cheque por email,20.2,20.2,Sim
6624-JDRDS,Feminino,0,Não,Não,6,Não,Sem serviço telefónico,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Transferência Bancária (automatico),29.45,161.45,Não
0608-JDVEC,Masculino,0,Sim,Não,50,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,BiAnual,Não,Cheque Eletrónico,19.8,1013.2,Não
9780-FKVVF,Masculino,0,Não,Não,6,Sim,Não,DSL,Sim,Não,Não,Não,Não,Sim,Mensal,Sim,Transferência Bancária (automatico),59.15,336.7,Não
1919-RTPQD,Masculino,0,Sim,Sim,7,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque Eletrónico,44.75,333.65,Não
5214-NLTIT,Masculino,0,Sim,Sim,72,Sim,Sim,Fibra ótica,Não,Não,Sim,Não,Não,Sim,BiAnual,Sim,Cartão de Crédito (automatico),90.8,6511.8,Não
3345-PBBFH,Masculino,0,Sim,Não,8,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Transferência Bancária (automatico),49.55,393.45,Não
5055-BRMNE,Feminino,0,Sim,Sim,67,Sim,Sim,Fibra ótica,Sim,Não,Não,Sim,Sim,Sim,BiAnual,Não,Cartão de Crédito (automatico),106.7,7009.5,Não
9189-JWSHV,Feminino,1,Sim,Não,24,Sim,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrónico,93.55,2264.05,Sim
2190-PHBHR,Feminino,0,Sim,Não,72,Sim,Sim,Fibra ótica,Sim,Sim,Não,Não,Não,Sim,BiAnual,Sim,Cartão de Crédito (automatico),94.45,6921.7,Não
2650-GYRYL,Masculino,0,Sim,Sim,33,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Anual,Sim,Transferência Bancária (automatico),19.45,600.25,Não
0746-JTRFU,Masculino,0,Não,Não,2,Não,Sem serviço telefónico,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrónico,25.05,56.35,Sim
5208-FVQKB,Masculino,0,Sim,Não,70,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Sim,BiAnual,Não,Cheque por email,67.95,4664.15,Não
7184-LRUUR,Feminino,0,Não,Não,22,Sim,Não,DSL,Não,Sim,Sim,Não,Sim,Não,Anual,Não,Transferência Bancária (automatico),65.25,1441.8,Não
6627-CFOSN,Feminino,0,Não,Não,59,Sim,Sim,Fibra ótica,Sim,Sim,Sim,Não,Não,Sim,Mensal,Sim,Transferência Bancária (automatico),99.45,5623.7,Não
3982-JGSFD,Masculino,0,Não,Não,36,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Anual,Sim,Cartão de Crédito (automatico),20.35,695.85,Não
1574-DYCWE,Feminino,0,Sim,Sim,51,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,BiAnual,Não,Cheque por email,19.95,1028.75,Não
7247-XOZPB,Masculino,0,Sim,Não,53,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Não,Anual,Não,Transferência Bancária (automatico),77.4,4155.95,Não
2466-FCCPT,Feminino,0,Sim,Sim,20,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Anual,Não,Transferência Bancária (automatico),19.7,395.6,Não
6211-WWLTF,Masculino,0,Sim,Não,63,Sim,Não,Fibra ótica,Sim,Não,Sim,Não,Sim,Sim,BiAnual,Não,Cartão de Crédito (automatico),99.7,6330.4,Não
4826-TZEVA,Feminino,0,Não,Não,40,Sim,Não,Fibra ótica,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cartão de Crédito (automatico),74.8,2971.7,Não
6016-NXBNJ,Masculino,0,Não,Não,35,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Anual,Sim,Cheque por email,19.15,638,Não
9138-EFSMO,Masculino,0,Sim,Sim,26,Sim,Não,Fibra ótica,Não,Não,Não,Não,Não,Sim,Anual,Não,Transferência Bancária (automatico),78.95,2034.25,Não
0576-WNXXC,Masculino,1,Sim,Não,27,Sim,Sim,Fibra ótica,Não,Sim,Sim,Não,Não,Sim,Mensal,Sim,Cheque Eletrónico,95.55,2510.2,Sim
4632-XJMEX,Masculino,0,Não,Sim,53,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,Não,Cartão de Crédito (automatico),62.85,3419.5,Não
8910-LEDAG,Masculino,1,Sim,Não,34,Sim,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartão de Crédito (automatico),71.55,2427.35,Não
3452-GWUIN,Feminino,1,Sim,Não,19,Sim,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrónico,94.95,1760.25,Não
2716-GFZOR,Masculino,0,Sim,Não,43,Sim,Não,Fibra ótica,Sim,Sim,Sim,Não,Não,Não,Mensal,Sim,Cartão de Crédito (automatico),86.1,3551.65,Não
3724-UCSHY,Masculino,0,Sim,Sim,6,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Não,Cheque por email,19.55,122.9,Não
8626-XHBIE,Masculino,0,Não,Sim,56,Sim,Sim,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,BiAnual,Sim,Cheque por email,24.8,1424.2,Não
4628-CTTLA,Masculino,0,Não,Não,57,Não,Sem serviço telefónico,DSL,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cheque Eletrónico,39.3,2111.45,Sim
3192-LNKRK,Masculino,0,Sim,Sim,34,Sim,Não,Fibra ótica,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cheque por email,84.05,2909.95,Não
4439-YRNVD,Feminino,0,Não,Não,10,Não,Sem serviço telefónico,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Não,Cheque Eletrónico,36.25,374,Não
2876-VBBBL,Feminino,0,Não,Não,1,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Sim,Cheque por email,20.25,20.25,Sim
6834-NXDCA,Feminino,0,Não,Não,13,Não,Sem serviço telefónico,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrónico,23.9,300.8,Sim
2208-UGTGR,Masculino,0,Não,Não,56,Sim,Sim,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Mensal,Não,Cheque Eletrónico,98.6,5581.05,Não
3005-TYFRD,Feminino,0,Sim,Não,55,Sim,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cartão de Crédito (automatico),103.65,5676.65,Não
8670-MEFCP,Feminino,0,Sim,Sim,36,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,BiAnual,Sim,Cartão de Crédito (automatico),92.9,3379.25,Não
3079-BCHLN,Masculino,0,Sim,Não,47,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Anual,Não,Transferência Bancária (automatico),19.9,942.95,Não
7777-UNYHB,Feminino,0,Sim,Sim,12,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Sim,Cartão de Crédito (automatico),20.1,232.4,Não
5597-GLBUC,Feminino,0,Não,Não,1,Sim,Não,Fibra ótica,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cheque Eletrónico,85.45,85.45,Sim
7278-CKDNC,Masculino,1,Não,Não,24,Sim,Sim,Fibra ótica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrónico,80.5,2088.45,Não
2748-MYRVK,Feminino,0,Não,Não,63,Sim,Sim,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Anual,Não,Transferência Bancária (automatico),99.9,6137,Sim
8450-UYIBU,Feminino,1,Não,Não,35,Não,Sem serviço telefónico,DSL,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cheque Eletrónico,39.85,1434.6,Não
2969-VAPYH,Feminino,0,Não,Não,67,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,Não,Cartão de Crédito (automatico),60.5,3870,Não
4822-YCXMX,Masculino,0,Não,Não,25,Sim,Sim,Fibra ótica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque Eletrónico,84.8,2043.45,Sim
7181-OQCUT,Masculino,0,Não,Não,21,Sim,Sim,Fibra ótica,Sim,Não,Sim,Não,Sim,Sim,Mensal,Não,Cheque por email,103.85,2215,Não
8474-UMLNT,Feminino,0,Não,Não,13,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Sim,Mensal,Não,Transferência Bancária (automatico),67.8,842.25,Não
9821-POOTN,Masculino,0,Sim,Não,35,Sim,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrónico,75.2,2576.2,Sim
3836-FZSDJ,Masculino,1,Sim,Não,71,Sim,Sim,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,BiAnual,Não,Transferência Bancária (automatico),24.85,1901,Não
9142-XMYJH,Feminino,0,Não,Não,29,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Não,Cartão de Crédito (automatico),19.35,601.6,Não
6559-ILWKJ,Masculino,0,Sim,Não,71,Não,Sem serviço telefónico,DSL,Não,Sim,Não,Não,Sim,Sim,BiAnual,Não,Cheque Eletrónico,49.35,3515.25,Sim
0187-QSXOE,Masculino,1,Sim,Não,7,Sim,Não,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrónico,89,605.45,Não
7733-UDMTP,Feminino,1,Não,Não,57,Não,Sem serviço telefónico,DSL,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque Eletrónico,55,3094.05,Não
2649-HWLYB,Masculino,0,Sim,Não,65,Sim,Sim,DSL,Sim,Não,Sim,Sim,Não,Sim,BiAnual,Não,Transferência Bancária (automatico),76.15,4929.55,Não
5214-CHIWJ,Masculino,0,Não,Não,27,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Anual,Não,Cheque por email,20.3,595.05,Não
4229-CZMLL,Masculino,0,Não,Não,6,Sim,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrónico,74.9,469.8,Sim
6904-JLBGY,Feminino,1,Não,Não,72,Sim,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,BiAnual,Sim,Cartão de Crédito (automatico),117.35,8436.25,Não
2465-BLLEU,Masculino,0,Não,Não,1,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Sim,Cheque por email,19.75,19.75,Não
1685-VAYJF,Masculino,0,Não,Não,11,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartão de Crédito (automatico),45.2,492,Não
8874-EJNSR,Masculino,0,Sim,Sim,39,Sim,Sim,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,BiAnual,Não,Cheque por email,25.2,987.95,Não
6917-YACBP,Feminino,1,Não,Não,59,Sim,Sim,Fibra ótica,Sim,Sim,Sim,Não,Não,Não,Mensal,Sim,Cheque Eletrónico,89.75,5496.9,Não
5049-MUBWG,Masculino,0,Não,Não,26,Sim,Não,DSL,Sim,Não,Não,Sim,Sim,Sim,Anual,Não,Transferência Bancária (automatico),75,1908.35,Não
4223-WOZCM,Masculino,1,Não,Não,2,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Não,Cheque por email,49.95,107.1,Não
0769-MURVM,Feminino,0,Sim,Sim,72,Não,Sem serviço telefónico,DSL,Sim,Sim,Sim,Sim,Sim,Sim,BiAnual,Não,Transferência Bancária (automatico),65.7,4575.35,Não
9253-VIFJQ,Masculino,0,Sim,Não,65,Sim,Sim,DSL,Sim,Sim,Sim,Não,Não,Não,Anual,Não,Cartão de Crédito (automatico),67.05,4309.55,Não
7030-FZTFM,Masculino,0,Sim,Sim,72,Sim,Sim,Fibra ótica,Não,Sim,Sim,Sim,Sim,Sim,BiAnual,Não,Cartão de Crédito (automatico),110.9,7922.75,Não
9741-YLNTD,Masculino,0,Não,Não,6,Sim,Sim,Fibra ótica,Não,Não,Não,Sim,Não,Sim,Mensal,Sim,Transferência Bancária (automatico),87.95,522.35,Não
5917-RYRMG,Masculino,1,Não,Não,32,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Anual,Não,Cartão de Crédito (automatico),19.8,587.7,Não
5120-ZBLAI,Feminino,0,Sim,Não,50,Sim,Sim,DSL,Não,Não,Sim,Não,Sim,Sim,Anual,Não,Transferência Bancária (automatico),75.7,3876.2,Não
1194-BHJYC,Masculino,0,Sim,Não,61,Não,Sem serviço telefónico,DSL,Sim,Não,Sim,Sim,Sim,Sim,BiAnual,Sim,Cheque por email,62.15,3778.85,Não
3663-MITLP,Feminino,0,Não,Não,15,Sim,Não,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque Eletrónico,101.25,1457.25,Sim
0906-QVPMS,Masculino,0,Sim,Não,72,Sim,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,BiAnual,Não,Transferência Bancária (automatico),115.15,8349.45,Não
9025-ZRPVR,Masculino,0,Não,Não,9,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Sim,Cheque por email,18.95,185.6,Sim
1905-OEILC,Feminino,0,Não,Não,1,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Não,Cheque por email,19.5,19.5,Não
7858-GTZSP,Feminino,0,Não,Não,12,Sim,Sim,Fibra ótica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque Eletrónico,86.55,1066.9,Não
3285-UCQVC,Feminino,0,Não,Não,37,Não,Sem serviço telefónico,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Não,Cartão de Crédito (automatico),28.6,973.55,Sim
6248-BSHKG,Masculino,0,Sim,Sim,61,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Anual,Não,Cheque por email,20.4,1226.45,Não
4685-TFLLS,Masculino,0,Sim,Sim,18,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Anual,Não,Transferência Bancária (automatico),19.8,342.3,Não
3470-BTGQO,Masculino,0,Não,Sim,21,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque por email,45.65,985.05,Não
1209-VFFOC,Masculino,0,Sim,Sim,68,Não,Sem serviço telefónico,DSL,Sim,Sim,Sim,Sim,Não,Sim,BiAnual,Sim,Cheque por email,56.4,3948.45,Não
8224-DWCKX,Masculino,1,Não,Não,12,Sim,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de Crédito (automatico),73.3,828.05,Não
5482-PLVPE,Feminino,1,Não,Não,2,Não,Sem serviço telefónico,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque Eletrónico,24.35,41.85,Sim
4553-DVPZG,Feminino,0,Sim,Não,62,Sim,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque Eletrónico,101.35,6164.7,Não
4902-OHLSK,Feminino,1,Não,Não,29,Sim,Sim,Fibra ótica,Não,Não,Não,Sim,Sim,Sim,Mensal,Não,Cheque Eletrónico,98.65,2862.75,Sim
6917-IAYHD,Masculino,0,Não,Sim,1,Não,Sem serviço telefónico,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Não,Cheque por email,33.6,33.6,Não
0495-ZBNGW,Masculino,1,Sim,Não,5,Sim,Sim,Fibra ótica,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Transferência Bancária (automatico),79.9,343.95,Sim
8620-RJPZN,Feminino,0,Não,Não,1,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Não,Cheque Eletrónico,20.7,20.7,Não
7572-KPVKK,Masculino,0,Não,Sim,62,Sim,Sim,Fibra ótica,Não,Não,Sim,Sim,Sim,Sim,BiAnual,Sim,Cheque Eletrónico,104.05,6590.5,Não
2642-MAWLJ,Feminino,0,Sim,Sim,36,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,BiAnual,Não,Transferência Bancária (automatico),20.25,717.95,Não
2357-COQEK,Feminino,1,Não,Não,28,Sim,Sim,Fibra ótica,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque Eletrónico,103.3,2890.65,Sim
7103-ZGVNT,Feminino,0,Sim,Sim,69,Sim,Sim,DSL,Sim,Sim,Não,Sim,Sim,Não,Anual,Não,Cartão de Crédito (automatico),73.7,4885.85,Não
3737-GCSPV,Feminino,0,Sim,Não,11,Sim,Sim,Fibra ótica,Sim,Não,Não,Sim,Sim,Não,Mensal,Sim,Cartão de Crédito (automatico),96.2,1222.05,Sim
2027-WKXMW,Feminino,0,Sim,Não,63,Sim,Sim,Fibra ótica,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque Eletrónico,108.75,6871.7,Não
7137-NAXML,Masculino,0,Não,Não,23,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Anual,Não,Transferência Bancária (automatico),20.15,405.6,Não
2428-ZMCTB,Masculino,0,Não,Não,10,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Não,Cartão de Crédito (automatico),19.75,208.25,Não
2961-VNFKL,Feminino,0,Sim,Não,71,Sim,Sim,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,BiAnual,Sim,Cartão de Crédito (automatico),25.95,1801.9,Não
1768-HNVGJ,Feminino,1,Não,Não,45,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Sim,Mensal,Sim,Cheque Eletrónico,70.05,3062.45,Não
6963-KQYQB,Feminino,0,Sim,Sim,70,Sim,Sim,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,BiAnual,Não,Cheque por email,24.05,1764.75,Não
5934-RMPOV,Feminino,0,Não,Sim,22,Sim,Sim,Fibra ótica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque Eletrónico,84.75,1816.75,Não
1207-BLKSA,Feminino,0,Sim,Sim,52,Sim,Sim,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,BiAnual,Não,Cheque por email,23.05,1255.1,Não
4088-YLDSU,Masculino,0,Sim,Não,55,Sim,Sim,Fibra ótica,Não,Não,Sim,Sim,Sim,Sim,Anual,Sim,Cheque Eletrónico,104.15,5743.05,Sim
8316-BBQAY,Feminino,0,Não,Não,65,Não,Sem serviço telefónico,DSL,Sim,Não,Sim,Sim,Sim,Sim,BiAnual,Não,Cartão de Crédito (automatico),59.95,3921.1,Não
1166-PQLGG,Feminino,0,Sim,Sim,72,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,BiAnual,Não,Transferência Bancária (automatico),19.55,1463.45,Não
3146-JTQHR,Masculino,0,Sim,Não,10,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Anual,Não,Transferência Bancária (automatico),19.6,189.45,Não
4291-YZODP,Feminino,0,Não,Sim,7,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Anual,Não,Cheque por email,20.05,96.8,Não
4395-PZMSN,Masculino,1,Não,Não,5,Sim,Não,Fibra ótica,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Cheque Eletrónico,85.55,408.5,Não
6427-FEFIG,Feminino,0,Sim,Sim,24,Sim,Sim,DSL,Sim,Não,Sim,Não,Sim,Sim,BiAnual,Não,Cartão de Crédito (automatico),78.6,1846.65,Não
0017-IUDMW,Feminino,0,Sim,Sim,72,Sim,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,BiAnual,Sim,Cartão de Crédito (automatico),116.8,8456.75,Não
8706-HRADD,Masculino,0,Não,Não,21,Não,Sem serviço telefónico,DSL,Sim,Não,Não,Sim,Sim,Não,Mensal,Sim,Cheque por email,43.55,1011.5,Não
9955-QOPOY,Masculino,0,Sim,Não,69,Não,Sem serviço telefónico,DSL,Não,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Cartão de Crédito (automatico),60.8,4263.4,Não
4385-ZKVNW,Masculino,0,Sim,Sim,44,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Sim,Transferência Bancária (automatico),54.9,2549.1,Não
5446-DKWYW,Feminino,1,Sim,Sim,61,Sim,Sim,DSL,Não,Não,Sim,Não,Sim,Não,Anual,Sim,Cheque Eletrónico,65.2,3965.05,Não
2034-CGRHZ,Masculino,1,Não,Não,24,Sim,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cartão de Crédito (automatico),102.95,2496.7,Sim
5797-APWZC,Feminino,0,Não,Não,1,Sim,Não,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Cheque Eletrónico,90.6,90.6,Sim
3683-QKIUE,Feminino,0,Não,Não,6,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Transferência Bancária (automatico),50.8,288.05,Sim
4228-ZGYUW,Masculino,0,Não,Não,4,Sim,Sim,Fibra ótica,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Cheque Eletrónico,90.05,368.1,Sim
9031-ZVQPT,Masculino,0,Sim,Não,72,Sim,Sim,Fibra ótica,Não,Sim,Sim,Sim,Sim,Sim,BiAnual,Sim,Cheque Eletrónico,108.2,7840.6,Não
2990-IAJSV,Masculino,0,Não,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,BiAnual,Não,Transferência Bancária (automatico),92,6632.75,Não
8107-KNCIM,Masculino,1,Sim,Não,14,Sim,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrónico,75.1,1013.35,Não
9027-YFHQJ,Masculino,0,Não,Não,7,Sim,Sim,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Sim,Transferência Bancária (automatico),25.05,152.95,Não
5176-LDKUH,Feminino,0,Não,Não,48,Sim,Não,Fibra ótica,Não,Sim,Não,Não,Não,Não,Anual,Não,Cheque Eletrónico,75.15,3772.65,Não
4644-OBGFZ,Masculino,0,Sim,Sim,55,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Anual,Não,Cheque por email,19.5,1026.35,Não
7926-IJOOU,Masculino,0,Não,Não,1,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Não,Cartão de Crédito (automatico),19.3,19.3,Não
6480-YAGIY,Masculino,0,Não,Não,45,Sim,Não,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Não,Cartão de Crédito (automatico),112.2,5031.85,Não
4029-HPFVY,Masculino,0,Não,Não,3,Sim,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque por email,70.3,220.4,Não
7602-DBTOU,Feminino,0,Sim,Não,71,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,BiAnual,Não,Cheque por email,19.6,1416.5,Não
5345-BMKWB,Masculino,0,Sim,Não,8,Sim,Não,Não,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Sem serviço internet,Mensal,Não,Cheque por email,20.25,158.35,Não
3519-ZKXGG,Feminino,0,Sim,Não,3,Sim,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrónico,75.85,256.6,Sim
5457-COLHT,Masculino,0,Sim,Sim,69,Sim,Não,DSL,Sim,Sim,Não,Sim,Sim,Sim,BiAnual,Não,Transferência Bancária (automatico),80.65,5542.55,Não
6416-TVAIH,Masculino,0,Sim,Sim,1,Sim,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrónico,68.5,68.5,Sim
5451-YHYPW,Feminino,1,Sim,Não,72,Sim,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,BiAnual,Sim,Cartão de Crédito (automatico),115.75,8443.7,Não
5108-ADXWO,Masculino,0,Não,Não,11,Sim,Não,Fibra ótica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrónico,73.5,791.75,Sim
7998-WNZEM,Masculino,0,Não,Não,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,BiAnual,Não,Transferência Bancária (automatico),80.6,5708.2,Não
